"capture_id","season","site","roll","capture","capture_date_local","capture_time_local","zooniverse_url_0","zooniverse_url_1","zooniverse_url_2","subject_id","question__species","question__count_max","question__count_median","question__count_min","question__standing","question__resting","question__moving","question__eating","question__interacting","question__young_present","question__horns_count_max","question__horns_count_median","question__horns_count_min","question__horns_visible","p_users_identified_this_species","pielous_evenness_index"
"WLD_S1#A08#1#275","WLD_S1","A08",1,275,"2018-08-14","22:02:28","https://panoptes-uploads.zooniverse.org/production/subject_location/33fec897-2d14-407b-a02a-465891361b8d.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/3cf3e08c-7d3e-4ec2-b83c-507b2115d0f0.jpeg",NA,38879118,"mongoose","1","1","1",0.12,0,0.88,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#A08#1#312","WLD_S1","A08",1,312,"2018-09-03","07:30:48","https://panoptes-uploads.zooniverse.org/production/subject_location/a0d34ef2-d515-494c-a780-5c1b3e61eac9.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/13ecf7c8-cbd7-482e-9dff-ea244cf1b0bf.jpeg",NA,38883127,"mongoose","6","5","3",0,0,1,0.33,0.17,0.33,NA,NA,NA,NA,0.75,0.81
"WLD_S1#B05#1#497","WLD_S1","B05",1,497,"2018-07-02","01:57:57","https://panoptes-uploads.zooniverse.org/production/subject_location/3f872abf-0e71-404d-a46e-ce3273b59472.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/853c4c46-6dc6-4400-b758-a35c677b006a.jpeg",NA,38931670,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.25,0.96
"WLD_S1#B05#1#12095","WLD_S1","B05",1,12095,"2018-09-26","10:45:38","https://panoptes-uploads.zooniverse.org/production/subject_location/fc0c7f1b-599e-439d-aa90-5f4de90e9d56.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6bd75d04-2d93-4d68-a19c-eace6509d7e2.jpeg",NA,38961914,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.4,0.83
"WLD_S1#B09#1#272","WLD_S1","B09",1,272,"2018-07-01","01:32:21","https://panoptes-uploads.zooniverse.org/production/subject_location/09a1c851-f1bf-4e03-a8d6-41594c35f785.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/b239a05c-04ee-4764-9dd1-2bc8849100c1.jpeg",NA,38903241,"mongoose","1","1","1",0,0,1,0,0,0.1,NA,NA,NA,NA,1,0
"WLD_S1#B09#1#566","WLD_S1","B09",1,566,"2018-08-16","02:59:34","https://panoptes-uploads.zooniverse.org/production/subject_location/389e0282-c306-4ca0-b51f-daa00b1cb15e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ac8ee44f-312a-48d9-993d-a9499455e190.jpeg",NA,38966619,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.5,0.84
"WLD_S1#B09#1#596","WLD_S1","B09",1,596,"2018-08-29","23:42:07","https://panoptes-uploads.zooniverse.org/production/subject_location/78f194ec-1182-4f8b-9401-f556f0d95d21.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8de9c33f-727d-4f6e-ada3-859e5ca4503d.jpeg",NA,39092444,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.5,0.88
"WLD_S1#B09#1#597","WLD_S1","B09",1,597,"2018-08-30","02:52:37","https://panoptes-uploads.zooniverse.org/production/subject_location/2e22741b-6404-4062-b12b-e0eb6b967f3e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/768eeb9e-e94b-4584-99c3-ea401081087a.jpeg",NA,38967333,"mongoose","1","1","1",0.14,0,1,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#B09#1#623","WLD_S1","B09",1,623,"2018-09-03","06:11:29","https://panoptes-uploads.zooniverse.org/production/subject_location/fc3bef7c-2adc-4975-80ab-28a253790683.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/b52f15fb-06e0-450e-adc7-ec3b2c3f1cad.jpeg",NA,38929351,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#B09#1#624","WLD_S1","B09",1,624,"2018-09-04","05:51:38","https://panoptes-uploads.zooniverse.org/production/subject_location/c3e346e5-fd51-4702-82e9-82b71927040b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c7a109b8-30be-4f27-a900-f9b47f59ead9.jpeg",NA,38970576,"mongoose","1","1","1",0.14,0,0.86,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#B09#1#625","WLD_S1","B09",1,625,"2018-09-04","05:55:48","https://panoptes-uploads.zooniverse.org/production/subject_location/918057d2-010f-444f-a6c8-b2662b38bff0.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/478e2a7f-809a-4f2f-b27d-8c988b2c685f.jpeg",NA,39087736,"mongoose","1","1","1",0.38,0,0.88,0,0,0,NA,NA,NA,NA,0.89,0.5
"WLD_S1#B09#1#655","WLD_S1","B09",1,655,"2018-09-10","16:54:52","https://panoptes-uploads.zooniverse.org/production/subject_location/50354713-fdc6-473c-9eee-efd97612316c.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/9871910d-aabf-435b-b4b1-fbe86a01e1dd.jpeg",NA,38982363,"mongoose","1","1","1",0.83,0.17,0,0,0,0,NA,NA,NA,NA,0.6,0.82
"WLD_S1#B09#1#702","WLD_S1","B09",1,702,"2018-09-22","03:35:50","https://panoptes-uploads.zooniverse.org/production/subject_location/180c5d83-fbb0-45ba-81e9-e2de9fd75212.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/70d553ab-bc81-40a9-9781-8befe31749b9.jpeg",NA,39016818,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#B09#1#749","WLD_S1","B09",1,749,"2018-10-08","23:04:48","https://panoptes-uploads.zooniverse.org/production/subject_location/4032499d-4d2f-49de-90c8-4b982ecdc2b0.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/b3daac79-3013-4b9b-bbbc-1bd538279669.jpeg",NA,38977009,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.5,0.84
"WLD_S1#B09#1#807","WLD_S1","B09",1,807,"2018-10-30","03:52:20","https://panoptes-uploads.zooniverse.org/production/subject_location/7f2e9cd0-eb73-4350-8453-6eac9fb68b83.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/7e59884a-06b8-4c6e-a2c9-a686b1875605.jpeg",NA,39041925,"mongoose","1","1","1",0,0,0.83,0.17,0,0,NA,NA,NA,NA,0.6,0.76
"WLD_S1#B09#1#821","WLD_S1","B09",1,821,"2018-10-31","22:54:40","https://panoptes-uploads.zooniverse.org/production/subject_location/fb2f313f-4986-41af-9fec-4c7e317605ad.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c440393b-ffb3-4687-968b-d3780970ef6a.jpeg",NA,39043881,"mongoose","1","1","1",0.33,0,0.67,0,0,0,NA,NA,NA,NA,0.6,0.8
"WLD_S1#B09#1#832","WLD_S1","B09",1,832,"2018-11-05","03:08:59","https://panoptes-uploads.zooniverse.org/production/subject_location/6d935820-4004-48d7-8880-9fe86be99fa8.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/013c7f74-d162-4ffe-9c7c-83adf9a0156a.jpeg",NA,38994312,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.72
"WLD_S1#B09#1#881","WLD_S1","B09",1,881,"2018-11-21","21:29:01","https://panoptes-uploads.zooniverse.org/production/subject_location/182221a6-f540-44c3-8293-4d144cc5ba44.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/e04f2991-7df8-4207-8a07-67997af0fa7e.jpeg",NA,38987089,"mongoose","1","1","1",0.12,0,1,0,0,0,NA,NA,NA,NA,0.8,0.72
"WLD_S1#C06#1#995","WLD_S1","C06",1,995,"2018-09-02","02:42:47","https://panoptes-uploads.zooniverse.org/production/subject_location/28492112-b924-4d0a-83f5-487bbec2b667.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/063724a6-ce5b-462b-9ea9-9917ee6a0fa3.jpeg",NA,39013702,"mongoose","1","1","1",0,0,1,0,0.11,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#C06#1#1705","WLD_S1","C06",1,1705,"2018-09-10","22:29:05","https://panoptes-uploads.zooniverse.org/production/subject_location/bb9e4d8d-fb82-42fc-aaf1-e5a83ef22b41.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/3c798ef9-27ef-4111-80d2-2d4b308aaf15.jpeg",NA,38964947,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.78,0.62
"WLD_S1#C06#1#2247","WLD_S1","C06",1,2247,"2018-10-03","06:33:54","https://panoptes-uploads.zooniverse.org/production/subject_location/a860cae8-90b3-48e5-bd96-bc50f67e257b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6f0cb6a4-82a1-4711-9afd-9da24e80117e.jpeg",NA,39029014,"mongoose","2","1","1",0.29,0,0.71,0,0,0,NA,NA,NA,NA,0.5,0.8
"WLD_S1#C06#1#2641","WLD_S1","C06",1,2641,"2018-12-11","18:08:00","https://panoptes-uploads.zooniverse.org/production/subject_location/087b66d2-6852-42fd-893b-2fe434b04ac5.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8ebf72b2-79ce-4b9f-9d38-b50238208f23.jpeg",NA,39035630,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.29,0.92
"WLD_S1#C08#1#45","WLD_S1","C08",1,45,"2018-06-02","18:10:42","https://panoptes-uploads.zooniverse.org/production/subject_location/bab3c46f-4afc-4233-8205-4a4df43f70d4.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/e6e8f6d6-0ec9-44e8-a8f6-54d0598a73ef.jpeg",NA,38939868,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.78,0.62
"WLD_S1#C08#1#171","WLD_S1","C08",1,171,"2018-08-29","18:40:01","https://panoptes-uploads.zooniverse.org/production/subject_location/e2956c5b-a385-4b41-b216-a7ae31e933fa.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/32d4c2b8-0868-4e2d-be49-98375138092f.jpeg",NA,38984545,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#C08#1#228","WLD_S1","C08",1,228,"2018-09-13","18:28:41","https://panoptes-uploads.zooniverse.org/production/subject_location/c750339b-7ad0-4cbe-8476-557ac68d4547.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f55f98a1-c7cb-4abd-acb4-b4a006258827.jpeg",NA,39048958,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#C08#1#779","WLD_S1","C08",1,779,"2018-10-10","19:13:21","https://panoptes-uploads.zooniverse.org/production/subject_location/9c28b179-3718-4361-b4fa-1b2c54b01bbf.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/90407a0f-272b-4e79-a26a-ce037e3d25f8.jpeg",NA,38982122,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#C08#1#1329","WLD_S1","C08",1,1329,"2018-11-03","05:05:37","https://panoptes-uploads.zooniverse.org/production/subject_location/d879625b-34ee-4998-bf50-2407e88d8390.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/e027075c-fa70-40f7-ae9a-ad30ca26f11d.jpeg",NA,39049146,"mongoose","2","1","1",0,0,1,0,0,0,NA,NA,NA,NA,1,0
"WLD_S1#C08#1#1959","WLD_S1","C08",1,1959,"2018-12-06","19:05:42","https://panoptes-uploads.zooniverse.org/production/subject_location/af721210-e0dc-4bc3-925e-73d19ba1745f.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/7f36bca9-8c7a-4788-b54a-23de26be9d8c.jpeg",NA,39044168,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#C08#1#1981","WLD_S1","C08",1,1981,"2018-12-11","04:37:10","https://panoptes-uploads.zooniverse.org/production/subject_location/7a90ad8a-6011-4b91-bd12-78f713b0c71b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/b1d12a01-0adb-47ba-91a5-18da98f4142c.jpeg",NA,39045449,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.76
"WLD_S1#C08#1#2133","WLD_S1","C08",1,2133,"2019-01-03","06:22:22","https://panoptes-uploads.zooniverse.org/production/subject_location/a8cf1eb3-f06a-4fbb-874d-ebf3d2df7565.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/2c7140b0-1a28-4d19-bdd7-1728a1b97331.jpeg",NA,39010109,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.76
"WLD_S1#D03#1#261","WLD_S1","D03",1,261,"2018-08-23","04:57:41","https://panoptes-uploads.zooniverse.org/production/subject_location/ac285fe5-92f8-4b9d-bcba-33b90c83716e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/dcb03a6f-dc0f-4f5e-92f4-7d899bceae71.jpeg",NA,38998430,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#D03#1#943","WLD_S1","D03",1,943,"2018-11-15","05:24:57","https://panoptes-uploads.zooniverse.org/production/subject_location/cc53a8c0-fa5b-4994-951f-386e1bf1e24b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/faf3a5a6-bded-4247-ba23-1fa02ad060a0.jpeg",NA,38912614,"mongoose","1","1","1",0,0,1,0.17,0,0,NA,NA,NA,NA,0.55,0.79
"WLD_S1#D03#1#955","WLD_S1","D03",1,955,"2018-11-16","10:07:29","https://panoptes-uploads.zooniverse.org/production/subject_location/24a9dc46-8981-41b7-aec3-e044cb0fc8e9.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a4205b99-d7e1-4ce3-ad16-4b708c9a11e8.jpeg",NA,38992354,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#D03#1#988","WLD_S1","D03",1,988,"2018-11-20","05:06:28","https://panoptes-uploads.zooniverse.org/production/subject_location/8589356d-a4e6-4d0b-9a4a-a14f6ce022ec.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/df0da912-24f1-4a53-b48e-404d894e4ab3.jpeg",NA,38932760,"mongoose","2","2","2",0.12,0,1,0,0,0.88,NA,NA,NA,NA,0.8,0.58
